OBJECTID,City,ZIP Code,LICENSED_CERTIFIED,FLAG,T18_19,FACID,FAC_STATUS_TYPE_CODE,ASPEN_FACID,CCN,TERMINAT_SW,PARTICIPATION_DATE,APPROVAL_DATE,NPI,CAN_BE_DEEMED_FAC_TYPE,CAN_BE_CERTIFIED_FAC_TYPE,DEEMED,AO_CD,DMG_EFCTV_DT,AO_TRMNTN_DT,AO_NAME,FACNAME,FAC_TYPE_CODE,FAC_FDR,LTC,CAPACITY,ADDRESS,ZIP9,FACADMIN,CONTACT_EMAIL,CONTACT_FAX,CONTACT_PHONE_NUMBER,COUNTY_CODE,COUNTY_NAME,DISTRICT_NUMBER,DISTRICT_NAME,ISFACMAIN,PARENT_FACID,FAC_FAC_RELATIONSHIP_TYPE_CODE,START_DATE,LICENSE_NUMBER,BUSINESS_NAME,LICENSE_STATUS_DESCRIPTION,INITIAL_LICENSE_DATE,LICENSE_EFFECTIVE_DATE,LICENSE_EXPIRATION_DATE,ENTITY_TYPE_DESCRIPTION,LATITUDE,LONGITUDE,LOCATION,HCAI_ID,CCLHO_CODE,CCLHO_NAME,FIPS_COUNTY_CODE,BIRTHING_FACILITY_FLAG,TRAUMA_PED_CTR,TRAUMA_CTR,TYPE_OF_CARE,CRITICAL_ACCESS_HOSPITAL,DATA_DATE,x,y
125786,GARDENA,90247,LICENSED AND CERTIFIED,,,930000092,OPEN,CA930000092,050468,,1966-07-01T00:00:00,2022-04-22T00:00:00,1063412005,Y,Y,1,1,2021-12-11T00:00:00,,JC,MEMORIAL HOSPITAL OF GARDENA,GACH,GENERAL ACUTE CARE HOSPITAL,NON-LTC,103,1145 W REDONDO BEACH BLVD,3528,"METCALFE, KEVAN",VCARRASCO@PIPELINEHEALTH.US,(310) 538-6680,(310) 538-6500,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,,PARENT,,930000098,"GARDENA HOSPITAL, L.P.",ACTIVE,1949-05-13T00:00:00,2024-11-01T00:00:00,2025-10-31T00:00:00,PARTNERSHIP,33.893073,-118.2950595,"(-118.2950595,33.893073)",106190521,19,LOS ANGELES,6037,,,,,,2025-03-17T00:00:00,6472119.64323863,1783600.48228839
125787,GLENDALE,91204,LICENSED AND CERTIFIED,,,930000093,OPEN,CA000000093,050058,,1966-07-01T00:00:00,2023-06-25T00:00:00,1477610640,Y,Y,1,1,2023-04-08T00:00:00,,JC,GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER,GACH,GENERAL ACUTE CARE HOSPITAL,NON-LTC,255,1420 S CENTRAL AVE,2508,"HART, BETSY",JIM.ZOLNOWSKI@COMMONSPIRIT.ORG,(716) 445-3392,(818) 502-2201,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,,PARENT,,930000099,DIGNITY COMMUNITY CARE,ACTIVE,1946-01-01T00:00:00,2025-01-01T00:00:00,2025-12-31T00:00:00,NONPROFIT CORP,34.12840144,-118.2577489,"(-118.2577489,34.128401442)",106190522,19,LOS ANGELES,6037,YES,,,,,2025-03-17T00:00:00,6483662.53977223,1869209.92163348
125790,LONG BEACH,90806,LICENSED AND CERTIFIED,,,930000095,OPEN,CA930000095,050485,,1966-07-01T00:00:00,2019-08-14T00:00:00,1962442012,Y,Y,1,1,2018-11-10T00:00:00,,JC,MEMORIALCARE LONG BEACH MEDICAL CENTER,GACH,GENERAL ACUTE CARE HOSPITAL,NON-LTC,411,2801 ATLANTIC AVE,1701,"KENT, BLAIR",CLEROY@MEMORIALCARE.ORG,(562) 933-9973,(562) 933-1902,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,,PARENT,,930000102,LONG BEACH MEMORIAL MEDICAL CENTER,ACTIVE,1965-07-10T00:00:00,2025-03-01T00:00:00,2026-02-28T00:00:00,NONPROFIT CORP,33.808293,-118.186632,"(-118.186632,33.808293)",106190525,19,LOS ANGELES,6037,,LEVEL II PED,LEVEL II,,,2025-03-17T00:00:00,6504968.75503372,1752668.10353647
125791,ARCADIA,91007,LICENSED AND CERTIFIED,,,930000096,OPEN,CA930000096,050238,,1966-07-01T00:00:00,2023-08-31T00:00:00,1508851288,Y,Y,1,1,2023-08-23T00:00:00,,JC,USC ARCADIA HOSPITAL,GACH,GENERAL ACUTE CARE HOSPITAL,NON-LTC,348,300 W HUNTINGTON DR,3402,"MMEJE, IKENNA",ROBERT.SHAPPLEY@MED.USC.EDU,(626) 574-3767,(626) 574-3600,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,,PARENT,,930000103,USC ARCADIA HOSPITAL,ACTIVE,1957-05-23T00:00:00,2024-05-01T00:00:00,2025-04-30T00:00:00,NONPROFIT CORP,34.134021,-118.0421505,"(-118.0421505,34.134021)",106190529,19,LOS ANGELES,6037,YES,,,,,2025-03-17T00:00:00,6548911.24687298,1871157.64706872
125792,WHITTIER,90602,LICENSED AND CERTIFIED,,,930000099,OPEN,CA930000099,050169,,1966-07-01T00:00:00,2019-01-10T00:00:00,1043215379,Y,Y,1,17,2018-12-11T00:00:00,,CIHQ,PIH HEALTH WHITTIER HOSPITAL,GACH,GENERAL ACUTE CARE HOSPITAL,NON-LTC,488,12401 WASHINGTON BLVD,1006,"WEST, JAMES",JUDY.PUGACH@PIHHEALTH.ORG,(562) 789-4300,(562) 698-0811,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,,PARENT,,930000129,PIH HEALTH HOSPITAL-WHITTIER,ACTIVE,1955-01-15T00:00:00,2025-01-01T00:00:00,2025-12-31T00:00:00,NONPROFIT CORP,33.969339,-118.0490535,"(-118.0490535,33.969339)",106190631,19,LOS ANGELES,6037,YES,,,,,2025-03-17T00:00:00,6546793.04113564,1811227.59074798
125793,SANTA MONICA,90404,LICENSED AND CERTIFIED,,,930000100,OPEN,CA930000100,050290,,1966-07-01T00:00:00,2023-12-05T00:00:00,1124026273,Y,Y,1,1,2023-12-01T00:00:00,,JC,SAINT JOHN'S HEALTH CENTER,GACH,GENERAL ACUTE CARE HOSPITAL,NON-LTC,266,2121 SANTA MONICA BLVD,2303,"RICKS, MICHAEL",PSJHC.REGULATORY@PROVIDENCE.ORG,(310) 829-8062,(310) 829-5511,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,,PARENT,,930000158,PROVIDENCE SAINT JOHN'S HEALTH CENTER,ACTIVE,1949-01-01T00:00:00,2024-11-01T00:00:00,2025-10-31T00:00:00,NONPROFIT CORP,34.0298191,-118.4786993,"(-118.4786993,34.029819101)",106190756,19,LOS ANGELES,6037,YES,,,,,2025-03-17T00:00:00,6416624.50258872,1833579.28784239
125795,BURBANK,91505,LICENSED AND CERTIFIED,,,930000101,OPEN,CA000000101,050235,,1973-02-06T00:00:00,2023-07-22T00:00:00,1336173269,Y,Y,1,1,2022-09-27T00:00:00,,JC,PROVIDENCE SAINT JOSEPH MEDICAL CENTER,GACH,GENERAL ACUTE CARE HOSPITAL,NON-LTC,383,501 S BUENA VISTA ST,4809,"KEELER, KARL",RONALD.NOLASCO@PROVIDENCE.ORG,,(818) 847-3836,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,,PARENT,,930000159,PROVIDENCE HEALTH SYSTEM - SOUTHERN CALIFORNIA,ACTIVE,1946-01-01T00:00:00,2024-06-01T00:00:00,2025-05-31T00:00:00,NONPROFIT CORP,34.156728,-118.3293675,"(-118.3293675,34.156728)",106190758,19,LOS ANGELES,6037,YES,,,,,2025-03-17T00:00:00,6462022.01218723,1879581.72109981
125796,LONG BEACH,90813,LICENSED AND CERTIFIED,,,930000103,OPEN,CA000000103,050191,,1966-07-01T00:00:00,2023-04-27T00:00:00,1194840421,Y,Y,1,1,2023-01-14T00:00:00,,JC,ST. MARY MEDICAL CENTER,GACH,GENERAL ACUTE CARE HOSPITAL,NON-LTC,360,1050 LINDEN AVE,3321,"CALDWELL, CAROLYN",CAROLYN.CALDWELL@COMMONSPIRIT.ORG,(562) 491-9085,(562) 491-9000,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,,PARENT,,930000012,DIGNITY HEALTH,ACTIVE,1946-01-01T00:00:00,2025-01-01T00:00:00,2025-12-31T00:00:00,NONPROFIT CORP,33.77997,-118.1858535,"(-118.1858535,33.77997)",106190053,19,LOS ANGELES,6037,YES,,LEVEL II,,,2025-03-17T00:00:00,6505186.20112114,1742360.15958548
125797,MONROVIA,91016,LICENSED AND CERTIFIED,,,930000107,OPEN,CA9300107,052054,,2009-05-01T00:00:00,2023-12-04T00:00:00,1265601561,Y,Y,1,14,2023-09-24T00:00:00,,ACHC,MONROVIA MEMORIAL HOSPITAL,GACH,GENERAL ACUTE CARE HOSPITAL,NON-LTC,49,323 S HELIOTROPE AVE,2914,"WOJNO, KATHY",KATHYW@MMHOSP.COM,(626) 408-9809,(626) 408-9800,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,,PARENT,,930000107,"ALAKOR HEALTHCARE, LLC",ACTIVE,1946-01-01T00:00:00,2024-11-03T00:00:00,2025-11-02T00:00:00,LIMITED LIABILITY COMPANY,34.14907548,-117.9922299,"(-117.9922299,34.149075483)",106190541,19,LOS ANGELES,6037,,,,,,2025-03-17T00:00:00,6564017.60051847,1876633.66498806
125798,MONTEREY PARK,91754,LICENSED AND CERTIFIED,,,930000108,OPEN,CA93000108,050736,,2004-11-01T00:00:00,2023-10-13T00:00:00,1780676221,Y,Y,1,1,2021-04-16T00:00:00,,JC,MONTEREY PARK HOSPITAL,GACH,GENERAL ACUTE CARE HOSPITAL,NON-LTC,101,900 S ATLANTIC BLVD,4716,"COHEN, PHILIP",MARK.LUEKEN@AHMCHEALTH.COM,(626) 281-4719,(626) 570-5721,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,,PARENT,,930000108,AHMC MONTEREY PARK HOSPITAL L.P.,ACTIVE,1972-12-04T00:00:00,2024-12-01T00:00:00,2025-11-30T00:00:00,PARTNERSHIP,34.049565,-118.138518,"(-118.138518,34.049565)",106190547,19,LOS ANGELES,6037,YES,,,,,2025-03-17T00:00:00,6519706.54740848,1840448.74851289
125800,NORTHRIDGE,91325,LICENSED AND CERTIFIED,,,930000111,OPEN,CA930000111,050116,,1966-07-01T00:00:00,2023-04-24T00:00:00,1417089350,Y,Y,1,1,2023-01-26T00:00:00,,JC,NORTHRIDGE HOSPITAL MEDICAL CENTER,GACH,GENERAL ACUTE CARE HOSPITAL,NON-LTC,354,18300 ROSCOE BLVD,4105,"ZOCH, JEREMY S",JEREMY.ZOCH@COMMONSPIRIT.ORG,(818) 885-5439,(818) 885-5321,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,,PARENT,,930000114,DIGNITY COMMUNITY CARE,ACTIVE,1956-10-07T00:00:00,2025-01-01T00:00:00,2025-12-31T00:00:00,NONPROFIT CORP,34.219998,-118.5329295,"(-118.5329295,34.219998)",106190568,19,LOS ANGELES,6037,YES,LEVEL II PED,LEVEL II,,,2025-03-17T00:00:00,6400560.26076713,1902870.65286832
125801,NORWALK,90650,LICENSED ONLY,,,930000112,OPEN,CA930000112,,,,,,Y,Y,,,,,,NORWALK COMMUNITY HOSPITAL,GACH,GENERAL ACUTE CARE HOSPITAL,NON-LTC,50,13222 BLOOMFIELD AVE,3249,"KOTHARI, DHAIWAT",NONE@DHS.CA.COM,(562) 864-8435,(562) 863-4763,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,930000085,CONSOLIDATED,24-Feb-05,930000039,"ALTA LOS ANGELES HOSPITALS, INC.",ACTIVE,1957-10-24T00:00:00,2024-03-15T00:00:00,2025-03-14T00:00:00,PROFIT CORP,33.910767,-118.064196,"(-118.064196,33.910767)",106190570,19,LOS ANGELES,6037,,,,,,2025-03-17T00:00:00,6542188.03558189,1789914.53298047
125802,LONG BEACH,90806,LICENSED AND CERTIFIED,,,930000114,OPEN,93000114,050776,,2013-10-29T00:00:00,2023-07-10T00:00:00,1215373626,Y,Y,1,17,2023-06-23T00:00:00,,CIHQ,COLLEGE MEDICAL CENTER,GACH,GENERAL ACUTE CARE HOSPITAL,NON-LTC,121,2776 PACIFIC AVE,2613,"AVELINO, JOE",AQUINTERO@COLLEGEMEDICALCENTER.COM,(562) 997-2151,(562) 997-2073,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,,PARENT,,930000117,"CHLB, LLC",ACTIVE,1956-06-13T00:00:00,2024-10-09T00:00:00,2025-10-08T00:00:00,LIMITED LIABILITY COMPANY,33.80733,-118.193049,"(-118.193049,33.80733)",106190587,19,LOS ANGELES,6037,,,,,,2025-03-17T00:00:00,6503018.63032505,1752321.32437439
125805,POMONA,91767,LICENSED AND CERTIFIED,,,930000123,OPEN,CA930000123,050231,,1966-07-01T00:00:00,2023-12-07T00:00:00,1407813660,Y,Y,1,1,2023-12-05T00:00:00,,JC,POMONA VALLEY HOSPITAL MEDICAL CENTER,GACH,GENERAL ACUTE CARE HOSPITAL,NON-LTC,427,1798 N. GAREY AVE,2918,"YOCHUM, RICHARD",MICHAEL.VESTINO@PVHMC.ORG,(909) 630-7352,(909) 865-9584,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,,PARENT,,930000128,POMONA VALLEY HOSPITAL MEDICAL CENTER,ACTIVE,1946-01-01T00:00:00,2024-11-01T00:00:00,2025-10-31T00:00:00,NONPROFIT CORP,34.077096,-117.750627,"(-117.750627,34.077096)",106190630,19,LOS ANGELES,6037,YES,,LEVEL II,,,2025-03-17T00:00:00,6637182.26980564,1850532.57283339
125806,SAN DIMAS,91773,LICENSED AND CERTIFIED,,,930000125,OPEN,CA930000125,050588,,1972-10-30T00:00:00,2023-06-16T00:00:00,,Y,Y,1,1,2023-02-15T00:00:00,,JC,SAN DIMAS COMMUNITY HOSPITAL,GACH,GENERAL ACUTE CARE HOSPITAL,NON-LTC,101,1350 W COVINA BLVD,3245,,PSCARBORO@PRIMEHEALTHCARE.COM,(909) 394-2789,(909) 305-5616,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,,PARENT,,930000139,"PRIME HEALTHCARE SERVICES-SAN DIMAS, LLC",ACTIVE,1972-10-30T00:00:00,2024-11-01T00:00:00,2025-10-31T00:00:00,PROFIT CORP,34.09905648,-117.834353,"(-117.834353,34.099056484)",106190673,19,LOS ANGELES,6037,YES,,,,,2025-03-17T00:00:00,6611815.06299423,1858472.05465782
125807,TORRANCE,90505,LICENSED AND CERTIFIED,,,930000127,OPEN,CA930000127,050351,,1966-07-01T00:00:00,2021-10-12T00:00:00,1467459776,Y,Y,1,1,2021-07-24T00:00:00,,JC,TORRANCE MEMORIAL MEDICAL CENTER,GACH,GENERAL ACUTE CARE HOSPITAL,NON-LTC,570,3330 LOMITA BLVD,5002,"HOBBS, KEITH",KEITH.HOBBS@TMMC.COM,(310) 784-4801,(310) 325-9110,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,,PARENT,,930000076,TORRANCE MEMORIAL MEDICAL CENTER,ACTIVE,1971-03-29T00:00:00,2024-09-12T00:00:00,2025-03-31T00:00:00,NONPROFIT CORP,33.812352,-118.344411,"(-118.344411,33.812352)",106190422,19,LOS ANGELES,6037,YES,,,,,2025-03-17T00:00:00,6457041.4535788,1754271.89101131
125808,LYNWOOD,90262,LICENSED AND CERTIFIED,,,930000128,OPEN,CA930000558,050104,,1966-07-01T00:00:00,2019-08-02T00:00:00,1114547114,Y,Y,1,1,2018-10-27T00:00:00,,JC,ST. FRANCIS MEDICAL CENTER,GACH,GENERAL ACUTE CARE HOSPITAL,NON-LTC,314,3630 E IMPERIAL HWY,2636,"PASION, TERRI",MCORREA1@PRIMEHEALTHCARE.COM,(310) 900-8299,(310) 900-7314,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,,PARENT,,930000157,PRIME HEALTHCARE SERVICES - ST. FRANCIS LLC,ACTIVE,1946-01-01T00:00:00,2025-01-01T00:00:00,2025-12-31T00:00:00,LIMITED LIABILITY COMPANY,33.929847,-118.2031065,"(-118.2031065,33.929847)",106190754,19,LOS ANGELES,6037,YES,,LEVEL II,,,2025-03-17T00:00:00,6500053.27241063,1796914.2076294
125810,VAN NUYS,91405,LICENSED AND CERTIFIED,,,930000129,OPEN,CA930000129,050126,,1966-07-01T00:00:00,2021-08-13T00:00:00,1578529285,Y,Y,1,15,2020-08-18T00:00:00,,DNV GL,VALLEY PRESBYTERIAN HOSPITAL,GACH,GENERAL ACUTE CARE HOSPITAL,NON-LTC,350,15107 VANOWEN ST,4542,"VALDESPINO, GUSTAVO",LORI.CARDLE@VALLEYPRES.ORG,(818) 902-3974,(818) 782-6600,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,,PARENT,,930000170,VALLEY PRESBYTERIAN HOSPITAL,ACTIVE,1958-01-21T00:00:00,2024-07-01T00:00:00,2025-04-30T00:00:00,NONPROFIT CORP,34.194384,-118.462752,"(-118.462752,34.194384)",106190812,19,LOS ANGELES,6037,YES,,,,,2025-03-17T00:00:00,6421732.08423705,1893444.27998881
125811,WEST COVINA,91790,LICENSED AND CERTIFIED,USE PARENT MATCH,,930000132,OPEN,CA930000070,050382,,1966-07-01T00:00:00,2023-07-06T00:00:00,1982629440,Y,Y,1,1,2023-04-15T00:00:00,,JC,EMANATE HEALTH QUEEN OF THE VALLEY HOSPITAL,GACH,GENERAL ACUTE CARE HOSPITAL,NON-LTC,325,1115 S SUNSET AVE,3940,"SHARMA, RAJESH",RCURRY@EMANATEHEALTH.ORG,(626) 851-2766,(626) 962-4011,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,930000070,CONSOLIDATED,24-Feb-05,930000131,EMANATE HEALTH MEDICAL CENTER,ACTIVE,1962-12-16T00:00:00,2024-11-01T00:00:00,2025-10-31T00:00:00,PROFIT CORP,34.064316,-117.946188,"(-117.946188,34.064316)",106190636,19,LOS ANGELES,6037,YES,,,,,2025-03-17T00:00:00,6577964.62413356,1845792.37430856
125812,SUN VALLEY,91352,LICENSED AND CERTIFIED,,,930000133,OPEN,CA930000133,050378,,1966-09-01T00:00:00,2021-10-07T00:00:00,1861402935,Y,Y,1,1,2021-04-17T00:00:00,,JC,PACIFICA HOSPITAL OF THE VALLEY,GACH,GENERAL ACUTE CARE HOSPITAL,NON-LTC,95,9449 SAN FERNANDO RD,1421,"POORE, CAROL",PMAYES@PACIFICAHOSPITAL.COM,(818) 252-2311,(818) 767-3310,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,,PARENT,,930000148,PACIFICA OF THE VALLEY CORPORATION,ACTIVE,1946-12-30T00:00:00,2024-01-17T00:00:00,2025-01-16T00:00:00,PROFIT CORP,34.240077,-118.396485,"(-118.396485,34.240077)",106190696,19,LOS ANGELES,6037,YES,,,,,2025-03-17T00:00:00,6441836.4702093,1909987.01265131
125814,SHERMAN OAKS,91403,LICENSED AND CERTIFIED,,,930000140,OPEN,CA93000140,050755,,2006-03-01T00:00:00,2023-07-13T00:00:00,1750491247,Y,Y,1,1,2021-06-04T00:00:00,,JC,SHERMAN OAKS HOSPITAL,GACH,GENERAL ACUTE CARE HOSPITAL,NON-LTC,112,4929 VAN NUYS BLVD,1702,"GARCIA, EM V",ROLAND.SANTOS@PRIMEHEALTHCARE.COM,(818) 907-3829,(818) 981-7111,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,,PARENT,,930000149,"PRIME HEALTHCARE SERVICES - SHERMAN OAKS, LLC",ACTIVE,1958-03-05T00:00:00,2025-03-01T00:00:00,2026-02-28T00:00:00,LIMITED LIABILITY COMPANY,34.160256,-118.4488965,"(-118.4488965,34.160256)",106190708,19,LOS ANGELES,6037,,,,,,2025-03-17T00:00:00,6425866.4450628,1881005.60440689
125815,BALDWIN PARK,91706,LICENSED AND CERTIFIED,,,930000144,OPEN,CA930000144,052045,,2004-09-01T00:00:00,2023-05-08T00:00:00,1689984668,Y,Y,1,1,2023-02-18T00:00:00,,JC,KINDRED HOSPITAL BALDWIN PARK,GACH,GENERAL ACUTE CARE HOSPITAL,NON-LTC,91,14148 FRANCISQUITO AVE,6120,"BASA-REYES, FIONA",KEVIN.CHAVEZ@KINDRED.COM,(626) 388-2731,(626) 388-2700,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,,PARENT,,930000390,"KND DEVELOPMENT 52, L.L.C.",ACTIVE,1956-06-08T00:00:00,2024-11-01T00:00:00,2025-10-31T00:00:00,LIMITED LIABILITY COMPANY,34.062876,-117.967608,"(-117.967608,34.062876)",106190049,19,LOS ANGELES,6037,,,,,,2025-03-17T00:00:00,6571477.35101889,1845265.54891865
125819,WHITTIER,90605,LICENSED AND CERTIFIED,,,930000151,OPEN,CA93000151,050735,,2004-11-01T00:00:00,2019-10-15T00:00:00,1023000569,Y,Y,1,1,2018-09-08T00:00:00,,JC,WHITTIER HOSPITAL MEDICAL CENTER,GACH,GENERAL ACUTE CARE HOSPITAL,NON-LTC,156,9080 COLIMA RD,1600,"GIORDANO, STEVE M",MARYANNE.MONJE@AHMCHEALTH.COM,(562) 693-6811,(562) 907-1540,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,,PARENT,,930000402,AHMC WHITTIER HOSPITAL MEDICAL CENTER LP,ACTIVE,1957-05-05T00:00:00,2024-12-01T00:00:00,2025-11-30T00:00:00,PARTNERSHIP,33.950448,-118.004499,"(-118.004499,33.950448)",106190883,19,LOS ANGELES,6037,YES,,,,,2025-03-17T00:00:00,6560302.20670256,1804349.14945239
125821,SAN PEDRO,90732,LICENSED AND CERTIFIED,,,930000157,OPEN,CA930000157,050078,,1966-07-01T00:00:00,2021-10-28T00:00:00,1942247291,Y,Y,1,1,2021-07-10T00:00:00,,JC,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER SAN PEDRO,GACH,GENERAL ACUTE CARE HOSPITAL,NON-LTC,158,1300 W 7TH ST,3505,"OLNEY, GARRY",MICHAEL.RICKS@PROVIDENCE.ORG,(310) 514-5314,(310) 514-5494,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,,PARENT,,930000142,PROVIDENCE HEALTH SYSTEM - SOUTHERN CALIFORNIA,ACTIVE,1946-01-01T00:00:00,2024-11-01T00:00:00,2025-10-31T00:00:00,NONPROFIT CORP,33.738201,-118.3036185,"(-118.3036185,33.738201)",106190680,19,LOS ANGELES,6037,YES,,,,,2025-03-17T00:00:00,6469351.85153013,1727246.40044297
125822,LOS ANGELES,90036,LICENSED AND CERTIFIED,,,930000158,OPEN,93000158,050785,,2019-05-14T00:00:00,2023-04-14T00:00:00,,Y,Y,1,1,2023-01-27T00:00:00,,JC,DOCS SURGICAL HOSPITAL,GACH,GENERAL ACUTE CARE HOSPITAL,NON-LTC,17,6000 SAN VICENTE BLVD,4404,"SIDDIQUE, KHAWAR",JUSELLE.CORTES@DOCSHEALTH.COM,(323) 937-0525,(323) 930-1040,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,,PARENT,,930000143,"DOCS SURGICAL HOSPITAL, LLC",ACTIVE,1954-07-08T00:00:00,2024-12-12T00:00:00,2025-03-31T00:00:00,LIMITED LIABILITY COMPANY,34.057323,-118.362168,"(-118.362168,34.057323)",106190681,19,LOS ANGELES,6037,,,,,,2025-03-17T00:00:00,6451968.46634947,1843440.74876247
125825,LOS ANGELES,90095,LICENSED AND CERTIFIED,,,930000162,OPEN,CA930000162,050262,,1966-07-01T00:00:00,2023-01-31T00:00:00,1902803315,Y,Y,1,1,2019-05-25T00:00:00,,JC,RONALD REAGAN UCLA MEDICAL CENTER,GACH,GENERAL ACUTE CARE HOSPITAL,NON-LTC,446,757 WESTWOOD PLZ,8358,"SPISSO, JOHNESE",JBERGEN@MEDNET.UCLA.EDU,(310) 794-3907,(310) 267-2041,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,,PARENT,,930000165,REGENTS UNIVERSITY OF CALIFORNIA HEALTH SCIENCES & SERVICES,ACTIVE,1955-07-01T00:00:00,2024-11-19T00:00:00,2025-11-18T00:00:00,UC REGENT,34.066197,-118.44594,"(-118.44594,34.066197)",106190796,19,LOS ANGELES,6037,YES,LEVEL I PED,LEVEL I,,,2025-03-17T00:00:00,6426608.98097931,1846772.13416006
125826,LOS ANGELES,90089,LICENSED AND CERTIFIED,,,930000163,OPEN,CA930000163,050660,,1983-04-11T00:00:00,2023-08-16T00:00:00,1417554528,Y,Y,1,1,2023-06-17T00:00:00,,JC,USC KENNETH NORRIS JR. CANCER HOSPITAL,GACH,GENERAL ACUTE CARE HOSPITAL,NON-LTC,60,1441 EASTLAKE AVE,112,"HANNERS, ROD",SLHALL@MED.USC.EDU,(323) 442-8945,(323) 442-9939,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,,PARENT,,930000267,KECK MEDICAL CENTER OF USC,ACTIVE,1983-04-11T00:00:00,2024-07-22T00:00:00,2025-03-31T00:00:00,NONPROFIT CORP,34.06196373,-118.2047311,"(-118.2047311,34.061963726)",106191216,19,LOS ANGELES,6037,,,,,,2025-03-17T00:00:00,6499658.37096947,1844995.12426265
125832,GLENDALE,91208,LICENSED AND CERTIFIED,,,930000187,OPEN,CA930000187,050124,,1966-07-01T00:00:00,2021-09-01T00:00:00,1033716147,Y,Y,1,15,2024-12-06T00:00:00,,DNV GL,USC VERDUGO HILLS HOSPITAL,GACH,GENERAL ACUTE CARE HOSPITAL,NON-LTC,116,1812 VERDUGO BLVD,1407,"DORIAN, ARMAND",KECKLICENSING@MED.USC.EDU,(818) 952-4649,(818) 952-2208,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,,PARENT,,930000173,USC VERDUGO HILLS HOSPITAL,ACTIVE,1972-12-08T00:00:00,2024-05-29T00:00:00,2025-05-28T00:00:00,NONPROFIT CORP,34.205526,-118.2168,"(-118.2168,34.205526)",106190818,19,LOS ANGELES,6037,YES,,,,,2025-03-17T00:00:00,6496115.67136197,1897247.63655531
125834,WEST COVINA,91790,LICENSED AND CERTIFIED,USE PARENT MATCH,,930000188,OPEN,CA93000035,050763,,2008-11-25T00:00:00,2023-12-04T00:00:00,1780183335,Y,Y,1,1,2023-09-16T00:00:00,,JC,WEST COVINA MEDICAL CENTER,GACH,GENERAL ACUTE CARE HOSPITAL,NON-LTC,13,725 S ORANGE AVE,2614,"WALLMAN, GERALD",ADMINISTRATION@WESTCOVINAMC.COM,(626) 960-9178,(626) 338-8481,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,930000035,CONSOLIDATED,21-Jun-22,930000137,"L.A. DOWNTOWN MEDICAL CENTER, LLC",ACTIVE,1974-10-21T00:00:00,2024-11-18T00:00:00,2025-11-17T00:00:00,LIMITED LIABILITY COMPANY,34.071354,-117.944757,"(-117.944757,34.071354)",106190857,19,LOS ANGELES,6037,,,,,,2025-03-17T00:00:00,6578396.62097298,1848353.87279448
125835,LOS ANGELES,90033,LICENSED AND CERTIFIED,,,930000191,OPEN,CA930000191,050103,,1966-07-01T00:00:00,2023-10-12T00:00:00,1215927470,Y,Y,1,1,2023-09-27T00:00:00,,JC,ADVENTIST HEALTH WHITE MEMORIAL,GACH,GENERAL ACUTE CARE HOSPITAL,NON-LTC,293,1720 E CESAR E CHAVEZ AVE,2414,"RAFFOUL, JOHN",BRYANTMC@AH.ORG,(323) 881-8605,(323) 268-5000,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,,PARENT,,930000195,WHITE MEMORIAL MEDICAL CENTER,ACTIVE,1946-01-01T00:00:00,2024-11-01T00:00:00,2025-10-31T00:00:00,NONPROFIT CORP,34.050735,-118.216962,"(-118.216962,34.050735)",106190878,19,LOS ANGELES,6037,YES,,,,,2025-03-17T00:00:00,6495945.10050888,1840916.55138306
